MacroRegione,Genere,AgeGroup,Condizione professionale europea,Year,Occupati,DescrAtecoLiv1,Count
NordOvest,F,15+,occupati,2020,2943136,Organizzazioni ed organismi extraterritoriali,6
NordOvest,F,15+,occupati,2020,2943136,Sanita' e assistenza sociale,69399
NordOvest,F,15+,occupati,2020,2943136,Servizi di informazione e comunicazione,1108
NordOvest,F,15+,occupati,2020,2943136,Trasporto e magazzinaggio,11726
NordOvest,F,15+,occupati,2021,2976347,"Agricoltura, silvicoltura e pesca",181
NordOvest,F,15+,occupati,2021,2976347,Altre attivita' di servizi,1590
NordOvest,F,15+,occupati,2021,2976347,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3496
NordOvest,F,15+,occupati,2021,2976347,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1006
NordOvest,F,15+,occupati,2021,2976347,Attivita' dei servizi di alloggio e di ristorazione,6122
NordOvest,F,15+,occupati,2021,2976347,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",16
NordOvest,F,15+,occupati,2021,2976347,Attivita' finanziarie e assicurative,989
NordOvest,F,15+,occupati,2021,2976347,Attivita' immobiliari,358
NordOvest,F,15+,occupati,2021,2976347,Attivita' manifatturiere,28912
NordOvest,F,15+,occupati,2021,2976347,"Attivita' professionali, scientifiche e tecniche",1695
NordOvest,F,15+,occupati,2021,2976347,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",12896
NordOvest,F,15+,occupati,2021,2976347,Costruzioni,11451
NordOvest,F,15+,occupati,2021,2976347,Estrazione di minerali da cave e miniere,107
NordOvest,F,15+,occupati,2021,2976347,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2871
NordOvest,F,15+,occupati,2021,2976347,"Fornitura di energia elettrica, gas, vapore e aria condizionata",223
NordOvest,F,15+,occupati,2021,2976347,Istruzione,2105
NordOvest,F,15+,occupati,2021,2976347,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8660
NordOvest,F,15+,occupati,2021,2976347,Non determinato,43694
NordOvest,F,15+,occupati,2021,2976347,Organizzazioni ed organismi extraterritoriali,4
NordOvest,F,15+,occupati,2021,2976347,Sanita' e assistenza sociale,25246
NordOvest,F,15+,occupati,2021,2976347,Servizi di informazione e comunicazione,1353
NordOvest,F,15+,occupati,2021,2976347,Trasporto e magazzinaggio,15258
NordOvest,F,15+,occupati,2022,3016913,"Agricoltura, silvicoltura e pesca",178
NordOvest,F,15+,occupati,2022,3016913,Altre attivita' di servizi,1731
NordOvest,F,15+,occupati,2022,3016913,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",4280
NordOvest,F,15+,occupati,2022,3016913,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1153
NordOvest,F,15+,occupati,2022,3016913,Attivita' dei servizi di alloggio e di ristorazione,8106
NordOvest,F,15+,occupati,2022,3016913,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
NordOvest,F,15+,occupati,2022,3016913,Attivita' finanziarie e assicurative,1201
NordOvest,F,15+,occupati,2022,3016913,Attivita' immobiliari,376
NordOvest,F,15+,occupati,2022,3016913,Attivita' manifatturiere,30049
NordOvest,F,15+,occupati,2022,3016913,"Attivita' professionali, scientifiche e tecniche",1948
NordOvest,F,15+,occupati,2022,3016913,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14668
NordOvest,F,15+,occupati,2022,3016913,Costruzioni,11793
NordOvest,F,15+,occupati,2022,3016913,Estrazione di minerali da cave e miniere,92
NordOvest,F,15+,occupati,2022,3016913,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2991
NordOvest,F,15+,occupati,2022,3016913,"Fornitura di energia elettrica, gas, vapore e aria condizionata",234
NordOvest,F,15+,occupati,2022,3016913,Istruzione,2612
NordOvest,F,15+,occupati,2022,3016913,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",9308
NordOvest,F,15+,occupati,2022,3016913,Non determinato,53854
NordOvest,F,15+,occupati,2022,3016913,Organizzazioni ed organismi extraterritoriali,2
NordOvest,F,15+,occupati,2022,3016913,Sanita' e assistenza sociale,54610
NordOvest,F,15+,occupati,2022,3016913,Servizi di informazione e comunicazione,1217
NordOvest,F,15+,occupati,2022,3016913,Trasporto e magazzinaggio,16512
Centro,F,15+,occupati,2018,2164381,"Agricoltura, silvicoltura e pesca",319
Centro,F,15+,occupati,2018,2164381,Altre attivita' di servizi,1490
Centro,F,15+,occupati,2018,2164381,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2943
Centro,F,15+,occupati,2018,2164381,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1054
Centro,F,15+,occupati,2018,2164381,Attivita' dei servizi di alloggio e di ristorazione,7190
Centro,F,15+,occupati,2018,2164381,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,F,15+,occupati,2018,2164381,Attivita' finanziarie e assicurative,1209
Centro,F,15+,occupati,2018,2164381,Attivita' immobiliari,417
Centro,F,15+,occupati,2018,2164381,Attivita' manifatturiere,14864
Centro,F,15+,occupati,2018,2164381,"Attivita' professionali, scientifiche e tecniche",1420
Centro,F,15+,occupati,2018,2164381,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",9999
Centro,F,15+,occupati,2018,2164381,Costruzioni,8004
Centro,F,15+,occupati,2018,2164381,Estrazione di minerali da cave e miniere,173
Centro,F,15+,occupati,2018,2164381,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3383
Centro,F,15+,occupati,2018,2164381,"Fornitura di energia elettrica, gas, vapore e aria condizionata",228
Centro,F,15+,occupati,2018,2164381,Istruzione,725
Centro,F,15+,occupati,2018,2164381,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",7463
Centro,F,15+,occupati,2018,2164381,Non determinato,39984
Centro,F,15+,occupati,2018,2164381,Organizzazioni ed organismi extraterritoriali,43
Centro,F,15+,occupati,2018,2164381,Sanita' e assistenza sociale,10631
Centro,F,15+,occupati,2018,2164381,Servizi di informazione e comunicazione,1646
Centro,F,15+,occupati,2018,2164381,Trasporto e magazzinaggio,10151
Centro,F,15+,occupati,2019,2186161,"Agricoltura, silvicoltura e pesca",296
Centro,F,15+,occupati,2019,2186161,Altre attivita' di servizi,1485
Centro,F,15+,occupati,2019,2186161,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2966
Centro,F,15+,occupati,2019,2186161,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1034
Centro,F,15+,occupati,2019,2186161,Attivita' dei servizi di alloggio e di ristorazione,7383
Centro,F,15+,occupati,2019,2186161,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",10
Centro,F,15+,occupati,2019,2186161,Attivita' finanziarie e assicurative,1145
Centro,F,15+,occupati,2019,2186161,Attivita' immobiliari,411
Centro,F,15+,occupati,2019,2186161,Attivita' manifatturiere,15010
Centro,F,15+,occupati,2019,2186161,"Attivita' professionali, scientifiche e tecniche",1293
Centro,F,15+,occupati,2019,2186161,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",10240
Centro,F,15+,occupati,2019,2186161,Costruzioni,8200
Centro,F,15+,occupati,2019,2186161,Estrazione di minerali da cave e miniere,150
Centro,F,15+,occupati,2019,2186161,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3407
Centro,F,15+,occupati,2019,2186161,"Fornitura di energia elettrica, gas, vapore e aria condizionata",235
Centro,F,15+,occupati,2019,2186161,Istruzione,748
Centro,F,15+,occupati,2019,2186161,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",7499
Centro,F,15+,occupati,2019,2186161,Non determinato,40285
Centro,F,15+,occupati,2019,2186161,Organizzazioni ed organismi extraterritoriali,54
Centro,F,15+,occupati,2019,2186161,Sanita' e assistenza sociale,10982
Centro,F,15+,occupati,2019,2186161,Servizi di informazione e comunicazione,1609
Centro,F,15+,occupati,2019,2186161,Trasporto e magazzinaggio,10128
Centro,F,15+,occupati,2020,2098847,"Agricoltura, silvicoltura e pesca",335
Centro,F,15+,occupati,2020,2098847,Altre attivita' di servizi,1252
Centro,F,15+,occupati,2020,2098847,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2195
Centro,F,15+,occupati,2020,2098847,"Attivita' artistiche, sportive, di intrattenimento e divertimento",736
Centro,F,15+,occupati,2020,2098847,Attivita' dei servizi di alloggio e di ristorazione,4037
Centro,F,15+,occupati,2020,2098847,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,F,15+,occupati,2020,2098847,Attivita' finanziarie e assicurative,729
Centro,F,15+,occupati,2020,2098847,Attivita' immobiliari,195
Centro,F,15+,occupati,2020,2098847,Attivita' manifatturiere,10712
Centro,F,15+,occupati,2020,2098847,"Attivita' professionali, scientifiche e tecniche",836
Centro,F,15+,occupati,2020,2098847,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",7371
Centro,F,15+,occupati,2020,2098847,Costruzioni,6307
Centro,F,15+,occupati,2020,2098847,Estrazione di minerali da cave e miniere,118
Centro,F,15+,occupati,2020,2098847,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2480
Centro,F,15+,occupati,2020,2098847,"Fornitura di energia elettrica, gas, vapore e aria condizionata",123
Centro,F,15+,occupati,2020,2098847,Istruzione,563
Centro,F,15+,occupati,2020,2098847,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",5488
Centro,F,15+,occupati,2020,2098847,Non determinato,25895
Centro,F,15+,occupati,2020,2098847,Organizzazioni ed organismi extraterritoriali,29
Centro,F,15+,occupati,2020,2098847,Sanita' e assistenza sociale,24052
Centro,F,15+,occupati,2020,2098847,Servizi di informazione e comunicazione,1171
Centro,F,15+,occupati,2020,2098847,Trasporto e magazzinaggio,7861
Centro,F,15+,occupati,2021,2108793,"Agricoltura, silvicoltura e pesca",282
Centro,F,15+,occupati,2021,2108793,Altre attivita' di servizi,1292
Centro,F,15+,occupati,2021,2108793,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2171
Centro,F,15+,occupati,2021,2108793,"Attivita' artistiche, sportive, di intrattenimento e divertimento",912
Centro,F,15+,occupati,2021,2108793,Attivita' dei servizi di alloggio e di ristorazione,4927
Centro,F,15+,occupati,2021,2108793,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,F,15+,occupati,2021,2108793,Attivita' finanziarie e assicurative,710
Centro,F,15+,occupati,2021,2108793,Attivita' immobiliari,244
Centro,F,15+,occupati,2021,2108793,Attivita' manifatturiere,13025
Centro,F,15+,occupati,2021,2108793,"Attivita' professionali, scientifiche e tecniche",981
Centro,F,15+,occupati,2021,2108793,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",8689
Centro,F,15+,occupati,2021,2108793,Costruzioni,8282
Centro,F,15+,occupati,2021,2108793,Estrazione di minerali da cave e miniere,127
Centro,F,15+,occupati,2021,2108793,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2873
Centro,F,15+,occupati,2021,2108793,"Fornitura di energia elettrica, gas, vapore e aria condizionata",114
Centro,F,15+,occupati,2021,2108793,Istruzione,609
Centro,F,15+,occupati,2021,2108793,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6296
Centro,F,15+,occupati,2021,2108793,Non determinato,28514
Centro,F,15+,occupati,2021,2108793,Organizzazioni ed organismi extraterritoriali,29
Centro,F,15+,occupati,2021,2108793,Sanita' e assistenza sociale,15198
Centro,F,15+,occupati,2021,2108793,Servizi di informazione e comunicazione,1469
Centro,F,15+,occupati,2021,2108793,Trasporto e magazzinaggio,10080
Centro,F,15+,occupati,2022,2191008,"Agricoltura, silvicoltura e pesca",250
Centro,F,15+,occupati,2022,2191008,Altre attivita' di servizi,1610
Centro,F,15+,occupati,2022,2191008,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3409
Centro,F,15+,occupati,2022,2191008,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1103
Centro,F,15+,occupati,2022,2191008,Attivita' dei servizi di alloggio e di ristorazione,6619
Centro,F,15+,occupati,2022,2191008,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,F,15+,occupati,2022,2191008,Attivita' finanziarie e assicurative,783
Centro,F,15+,occupati,2022,2191008,Attivita' immobiliari,266
Centro,F,15+,occupati,2022,2191008,Attivita' manifatturiere,13751
Centro,F,15+,occupati,2022,2191008,"Attivita' professionali, scientifiche e tecniche",1101
Centro,F,15+,occupati,2022,2191008,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",9163
Centro,F,15+,occupati,2022,2191008,Costruzioni,9184
Centro,F,15+,occupati,2022,2191008,Estrazione di minerali da cave e miniere,131
Centro,F,15+,occupati,2022,2191008,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3002
Centro,F,15+,occupati,2022,2191008,"Fornitura di energia elettrica, gas, vapore e aria condizionata",140
Centro,F,15+,occupati,2022,2191008,Istruzione,592
Centro,F,15+,occupati,2022,2191008,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6759
Centro,F,15+,occupati,2022,2191008,Non determinato,35693
Centro,F,15+,occupati,2022,2191008,Organizzazioni ed organismi extraterritoriali,53
Centro,F,15+,occupati,2022,2191008,Sanita' e assistenza sociale,25927
Centro,F,15+,occupati,2022,2191008,Servizi di informazione e comunicazione,1384
Centro,F,15+,occupati,2022,2191008,Trasporto e magazzinaggio,16248
Sud,F,15+,occupati,2018,2249186,"Agricoltura, silvicoltura e pesca",233
Sud,F,15+,occupati,2018,2249186,Altre attivita' di servizi,1079
Sud,F,15+,occupati,2018,2249186,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3390
Sud,F,15+,occupati,2018,2249186,"Attivita' artistiche, sportive, di intrattenimento e divertimento",921
Sud,F,15+,occupati,2018,2249186,Attivita' dei servizi di alloggio e di ristorazione,4628
Sud,F,15+,occupati,2018,2249186,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2
Sud,F,15+,occupati,2018,2249186,Attivita' finanziarie e assicurative,679
Sud,F,15+,occupati,2018,2249186,Attivita' immobiliari,214
Sud,F,15+,occupati,2018,2249186,Attivita' manifatturiere,9771
Sud,F,15+,occupati,2018,2249186,"Attivita' professionali, scientifiche e tecniche",673
Sud,F,15+,occupati,2018,2249186,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",8228
Sud,F,15+,occupati,2018,2249186,Costruzioni,6480
Sud,F,15+,occupati,2018,2249186,Estrazione di minerali da cave e miniere,101
Sud,F,15+,occupati,2018,2249186,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",4326
Sud,F,15+,occupati,2018,2249186,"Fornitura di energia elettrica, gas, vapore e aria condizionata",185
Sud,F,15+,occupati,2018,2249186,Istruzione,344
Sud,F,15+,occupati,2018,2249186,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4919
Sud,F,15+,occupati,2018,2249186,Non determinato,46224
Sud,F,15+,occupati,2018,2249186,Organizzazioni ed organismi extraterritoriali,4
Sud,F,15+,occupati,2018,2249186,Sanita' e assistenza sociale,12123
Sud,F,15+,occupati,2018,2249186,Servizi di informazione e comunicazione,682
Sud,F,15+,occupati,2018,2249186,Trasporto e magazzinaggio,8034
Sud,F,15+,occupati,2019,2262671,"Agricoltura, silvicoltura e pesca",188
Sud,F,15+,occupati,2019,2262671,Altre attivita' di servizi,987
Sud,F,15+,occupati,2019,2262671,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3194
Sud,F,15+,occupati,2019,2262671,"Attivita' artistiche, sportive, di intrattenimento e divertimento",965
Sud,F,15+,occupati,2019,2262671,Attivita' dei servizi di alloggio e di ristorazione,4782
Sud,F,15+,occupati,2019,2262671,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",5
Sud,F,15+,occupati,2019,2262671,Attivita' finanziarie e assicurative,660
Sud,F,15+,occupati,2019,2262671,Attivita' immobiliari,198
Sud,F,15+,occupati,2019,2262671,Attivita' manifatturiere,9565
Sud,F,15+,occupati,2019,2262671,"Attivita' professionali, scientifiche e tecniche",716
Sud,F,15+,occupati,2019,2262671,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",8038
Sud,F,15+,occupati,2019,2262671,Costruzioni,6468
